work_id,missing_core,missing_artsy_required,core_completeness_pct,missing_fields
KG-1000,2,0,77.8,"artist,price_usd"
KG-1001,3,0,66.7,"artist,year,price_usd"
KG-1002,2,0,77.8,"artist,price_usd"
KG-1003,2,0,77.8,"artist,year"
KG-1004,3,0,66.7,"artist,year,price_usd"
KG-1006,3,0,66.7,"artist,year,price_usd"
KG-1007,2,0,77.8,"artist,year"
KG-1008,3,0,66.7,"artist,year,width_in"
KG-1009,3,0,66.7,"artist,year,price_usd"
KG-1010,3,0,66.7,"artist,year,price_usd"
KG-1011,2,0,77.8,"artist,year"
KG-1012,4,0,55.6,"artist,year,width_in,price_usd"
KG-1013,2,0,77.8,"artist,price_usd"
KG-1014,3,0,66.7,"artist,year,width_in"
KG-1015,3,0,66.7,"artist,year,price_usd"
KG-1016,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1017,3,0,66.7,"artist,width_in,price_usd"
KG-1019,4,1,55.6,"artist,medium,height_in,width_in"
KG-1020,4,1,55.6,"artist,medium,height_in,width_in"
KG-1021,2,0,77.8,"artist,price_usd"
KG-1022,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1023,2,0,77.8,"artist,price_usd"
KG-1024,2,0,77.8,"artist,price_usd"
KG-1025,1,0,88.9,artist
KG-1026,2,0,77.8,"artist,price_usd"
KG-1027,1,0,88.9,artist
KG-1028,2,0,77.8,"artist,price_usd"
KG-1029,2,0,77.8,"artist,price_usd"
KG-1030,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1031,3,0,66.7,"artist,height_in,width_in"
KG-1032,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1033,3,0,66.7,"artist,height_in,width_in"
KG-1034,3,0,66.7,"artist,height_in,width_in"
KG-1038,3,0,66.7,"artist,height_in,width_in"
KG-1046,6,1,33.3,"artist,year,classification,height_in,width_in,price_usd"
KG-1059,6,1,33.3,"artist,year,classification,height_in,width_in,price_usd"
KG-1060,3,0,66.7,"artist,height_in,width_in"
KG-1061,3,0,66.7,"artist,height_in,width_in"
KG-1062,3,0,66.7,"artist,height_in,width_in"
KG-1063,3,0,66.7,"artist,height_in,width_in"
KG-1064,3,0,66.7,"artist,height_in,width_in"
KG-1065,3,0,66.7,"artist,height_in,width_in"
KG-1066,3,0,66.7,"artist,height_in,width_in"
KG-1067,3,0,66.7,"artist,height_in,width_in"
KG-1068,3,0,66.7,"artist,height_in,width_in"
KG-1069,4,1,55.6,"artist,medium,height_in,width_in"
KG-1070,1,0,88.9,artist
KG-1071,3,0,66.7,"artist,height_in,width_in"
KG-1072,3,0,66.7,"artist,height_in,width_in"
KG-1073,3,0,66.7,"artist,height_in,width_in"
KG-1074,3,0,66.7,"artist,height_in,width_in"
KG-1075,3,0,66.7,"artist,height_in,width_in"
KG-1076,3,0,66.7,"artist,height_in,width_in"
KG-1077,1,0,88.9,artist
KG-1078,1,0,88.9,artist
KG-1079,3,0,66.7,"artist,height_in,width_in"
KG-1080,3,0,66.7,"artist,height_in,width_in"
KG-1081,3,0,66.7,"artist,height_in,width_in"
KG-1082,3,0,66.7,"artist,height_in,width_in"
KG-1083,3,0,66.7,"artist,height_in,width_in"
KG-1084,3,0,66.7,"artist,height_in,width_in"
KG-1085,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1086,3,0,66.7,"artist,height_in,width_in"
KG-1087,3,0,66.7,"artist,width_in,price_usd"
KG-1088,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1089,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1090,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1091,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1092,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1093,2,0,77.8,"artist,year"
KG-1094,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1095,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1096,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1097,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1098,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1099,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1100,2,0,77.8,"artist,price_usd"
KG-1101,1,0,88.9,artist
KG-1102,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1103,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1104,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1105,3,0,66.7,"artist,height_in,width_in"
KG-1106,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1107,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1108,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1109,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1110,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1111,5,1,44.4,"artist,year,medium,height_in,width_in"
KG-1112,5,1,44.4,"artist,year,medium,height_in,width_in"
KG-1114,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1115,2,0,77.8,"artist,price_usd"
KG-1116,2,0,77.8,"artist,price_usd"
KG-1117,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1118,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1119,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1120,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1121,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1122,2,0,77.8,"artist,price_usd"
KG-1123,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1124,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1125,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1126,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1127,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1128,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1129,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1130,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1131,2,0,77.8,"artist,price_usd"
KG-1132,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1133,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1134,4,0,55.6,"artist,year,height_in,width_in"
KG-1135,2,0,77.8,"artist,price_usd"
KG-1136,2,0,77.8,"artist,price_usd"
KG-1137,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1138,2,0,77.8,"artist,price_usd"
KG-1139,2,0,77.8,"artist,price_usd"
KG-1140,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1141,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1142,2,0,77.8,"artist,price_usd"
KG-1143,2,0,77.8,"artist,price_usd"
KG-1144,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1145,2,0,77.8,"artist,price_usd"
KG-1146,2,0,77.8,"artist,price_usd"
KG-1147,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1148,2,0,77.8,"artist,price_usd"
KG-1149,2,0,77.8,"artist,price_usd"
KG-1150,3,0,66.7,"artist,year,price_usd"
KG-1151,2,0,77.8,"artist,price_usd"
KG-1152,2,0,77.8,"artist,price_usd"
KG-1153,3,0,66.7,"artist,year,price_usd"
KG-1154,2,0,77.8,"artist,price_usd"
KG-1155,2,0,77.8,"artist,price_usd"
KG-1156,3,0,66.7,"artist,width_in,price_usd"
KG-1157,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1158,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1159,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1160,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1161,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1162,2,0,77.8,"artist,price_usd"
KG-1163,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1164,2,0,77.8,"artist,price_usd"
KG-1165,2,0,77.8,"artist,price_usd"
KG-1166,2,0,77.8,"artist,price_usd"
KG-1167,2,0,77.8,"artist,price_usd"
KG-1168,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1169,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1170,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1171,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1172,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1173,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1174,2,0,77.8,"artist,price_usd"
KG-1175,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1176,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1177,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1178,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1179,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1180,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1181,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1182,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1183,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1184,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1185,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1186,3,0,66.7,"artist,height_in,width_in"
KG-1187,1,0,88.9,artist
KG-1188,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1189,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1190,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1191,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1192,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1193,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1194,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1195,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1196,2,0,77.8,"artist,price_usd"
KG-1197,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1198,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1199,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1200,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1201,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1202,5,1,44.4,"artist,height_in,width_in,primary_image_url,price_usd"
KG-1203,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1204,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1205,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1206,2,0,77.8,"artist,price_usd"
KG-1207,2,0,77.8,"artist,price_usd"
KG-1208,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1209,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1210,3,0,66.7,"artist,height_in,width_in"
KG-1211,3,0,66.7,"artist,height_in,width_in"
KG-1212,2,0,77.8,"artist,price_usd"
KG-1213,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1214,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1215,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1216,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1217,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1218,3,0,66.7,"artist,height_in,width_in"
KG-1219,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1220,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1221,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1222,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1223,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1224,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1225,3,0,66.7,"artist,height_in,width_in"
KG-1226,2,0,77.8,"artist,price_usd"
KG-1227,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1228,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1229,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1230,2,0,77.8,"artist,price_usd"
KG-1231,2,0,77.8,"artist,price_usd"
KG-1232,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1233,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1234,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1235,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1236,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1237,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1238,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1239,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1240,5,1,44.4,"title,artist,height_in,width_in,price_usd"
KG-1241,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1242,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1243,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1244,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1245,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1246,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1247,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1248,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1249,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1250,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1251,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1252,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1253,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1254,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1255,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1256,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1257,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1258,2,0,77.8,"artist,price_usd"
KG-1259,2,0,77.8,"artist,price_usd"
KG-1260,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1261,4,1,55.6,"artist,year,medium,price_usd"
KG-1262,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1263,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1264,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1265,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1266,2,0,77.8,"artist,price_usd"
KG-1267,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1268,3,0,66.7,"artist,height_in,width_in"
KG-1269,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1270,2,0,77.8,"artist,price_usd"
KG-1271,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1272,3,0,66.7,"artist,height_in,width_in"
KG-1273,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1274,2,0,77.8,"artist,price_usd"
KG-1275,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1276,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1277,2,0,77.8,"artist,price_usd"
KG-1278,2,0,77.8,"artist,price_usd"
KG-1279,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1280,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1281,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1282,2,0,77.8,"artist,price_usd"
KG-1283,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1284,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1285,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1286,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1287,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1288,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1289,4,1,55.6,"artist,medium,height_in,width_in"
KG-1290,4,1,55.6,"artist,medium,height_in,width_in"
KG-1291,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1292,3,0,66.7,"artist,height_in,width_in"
KG-1293,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1294,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1295,3,0,66.7,"artist,height_in,width_in"
KG-1296,3,0,66.7,"artist,height_in,width_in"
KG-1297,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1298,3,0,66.7,"artist,height_in,width_in"
KG-1299,3,0,66.7,"artist,height_in,width_in"
KG-1300,3,0,66.7,"artist,height_in,width_in"
KG-1301,3,0,66.7,"artist,height_in,width_in"
KG-1302,3,0,66.7,"artist,height_in,width_in"
KG-1303,3,0,66.7,"artist,height_in,width_in"
KG-1304,1,0,88.9,artist
KG-1305,3,0,66.7,"artist,height_in,width_in"
KG-1306,3,0,66.7,"artist,height_in,width_in"
KG-1307,3,0,66.7,"artist,height_in,width_in"
KG-1308,3,0,66.7,"artist,height_in,width_in"
KG-1309,3,0,66.7,"artist,height_in,width_in"
KG-1310,3,0,66.7,"artist,height_in,width_in"
KG-1311,3,0,66.7,"artist,height_in,width_in"
KG-1312,1,0,88.9,artist
KG-1314,3,0,66.7,"artist,height_in,width_in"
KG-1315,3,0,66.7,"artist,height_in,width_in"
KG-1316,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1317,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1318,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1319,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1320,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1321,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1327,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1328,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1329,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1334,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1335,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1336,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1337,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1338,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1339,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1340,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1341,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1342,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1343,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1344,4,0,55.6,"artist,height_in,width_in,price_usd"
KG-1345,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1346,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1347,5,0,44.4,"artist,year,height_in,width_in,price_usd"
KG-1348,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1349,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1350,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1351,5,1,44.4,"artist,medium,height_in,width_in,price_usd"
KG-1352,5,1,44.4,"artist,classification,height_in,width_in,price_usd"
KG-1353,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1354,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1355,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1356,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1357,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1358,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1359,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1360,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1361,6,1,33.3,"artist,year,medium,height_in,width_in,price_usd"
KG-1362,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1363,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1364,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1366,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1367,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1368,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1369,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1370,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
KG-1371,6,2,33.3,"artist,classification,medium,height_in,width_in,price_usd"
KG-1372,7,2,22.2,"artist,year,classification,medium,height_in,width_in,price_usd"
